date,Revenue,bing_cost,pinterest_cost,google_ads_cost,hulu_cost,facebook_cost,sunday,monday,wednesday,thursday,friday,saturday,pay_day
2021-10-10,"226,132.22","1,979.13","3,030.00","35,299.73","5,130.86","16,587.22",1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-10-11,"245,568.71","1,675.03","3,030.00","27,563.24","1,277.57","16,295.28",0.00,1.00,0.00,0.00,0.00,0.00,0.00
2021-10-12,"197,036.72","1,759.16","3,060.00","26,248.30","1,918.24","17,787.34",0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-10-13,"197,683.33","1,484.45","3,060.00","32,774.80",513.84,"19,784.19",0.00,0.00,1.00,0.00,0.00,0.00,0.00
2021-10-14,"206,777.11","1,495.07","2,921.85","31,016.43",491.19,"20,310.52",0.00,0.00,0.00,1.00,0.00,0.00,0.00
2021-10-15,"238,059.14","1,701.95","2,454.63","32,532.96",578.97,"19,536.98",0.00,0.00,0.00,0.00,1.00,0.00,0.00
2021-10-16,"245,567.17","2,002.97","2,447.73","34,241.98",568.05,"19,939.66",0.00,0.00,0.00,0.00,0.00,1.00,0.00
2021-10-17,"282,065.67","2,364.47","2,472.53","44,676.92","6,173.22","21,270.20",1.00,0.00,0.00,0.00,0.00,0.00,1.00
2021-10-18,"258,665.83","2,098.57","2,664.01","30,835.65","2,061.70","22,562.91",0.00,1.00,0.00,0.00,0.00,0.00,0.00
2021-10-19,"247,409.73","2,170.26","3,200.00","25,958.62","1,272.63","22,070.78",0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-10-20,"206,310.28","2,079.50","3,500.00","22,208.15",493.52,"21,706.30",0.00,0.00,1.00,0.00,0.00,0.00,0.00
2021-10-21,"196,516.18","2,170.65","3,500.00","20,329.73",491.87,"22,246.62",0.00,0.00,0.00,1.00,0.00,0.00,0.00
2021-10-22,"200,029.87","2,127.83","3,500.00","24,760.73",502.79,"23,272.04",0.00,0.00,0.00,0.00,1.00,0.00,0.00
2021-10-23,"242,413.53","2,434.62","3,500.00","31,947.34",431.91,"24,075.52",0.00,0.00,0.00,0.00,0.00,1.00,0.00
2021-10-24,"256,367.79","2,772.15","3,500.00","33,630.41",635.54,"24,670.55",1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-10-25,"225,269.59","2,244.48","3,500.00","23,299.29",348.99,"24,110.86",0.00,1.00,0.00,0.00,0.00,0.00,0.00
2021-10-26,"199,068.75","2,048.51","3,500.00","23,489.29",542.41,"25,404.65",0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-10-27,"198,855.55","2,407.26","3,500.00","23,470.99",633.98,"23,102.06",0.00,0.00,1.00,0.00,0.00,0.00,0.00
2021-10-28,"195,374.52","2,701.65","3,500.00","20,955.67",504.91,"21,949.81",0.00,0.00,0.00,1.00,0.00,0.00,0.00
2021-10-29,"208,243.39","2,240.00","3,489.07","19,414.06",457.42,"19,493.91",0.00,0.00,0.00,0.00,1.00,0.00,0.00
2021-10-30,"230,280.49","2,207.22","3,500.00","25,956.56",444.04,"17,630.58",0.00,0.00,0.00,0.00,0.00,1.00,0.00
2021-10-31,"243,303.47","2,414.98","3,500.00","33,728.82",715.51,"18,652.35",1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-11-01,"261,068.97","2,669.07","3,200.38","30,808.63","15,179.74","18,877.34",0.00,1.00,0.00,0.00,0.00,0.00,1.00
2021-11-02,"225,304.36","2,190.08","3,200.02","24,661.17","1,301.16","15,444.48",0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-11-03,"192,871.17","2,091.62","3,200.00","20,716.03",534.08,"15,310.05",0.00,0.00,1.00,0.00,0.00,0.00,0.00
2021-11-04,"215,484.25","1,861.98","3,200.00","19,295.42",494.78,"15,725.21",0.00,0.00,0.00,1.00,0.00,0.00,0.00
2021-11-05,"213,636.85","2,152.66","3,200.00","21,673.92",451.66,"16,029.76",0.00,0.00,0.00,0.00,1.00,0.00,0.00
2021-11-06,"257,497.56","2,568.39","3,200.00","27,589.14",472.10,"16,912.61",0.00,0.00,0.00,0.00,0.00,1.00,0.00
2021-11-07,"326,758.58","2,993.18","3,200.00","29,420.46",557.02,"15,811.87",1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-11-08,"248,910.61","2,636.46","3,161.76","22,030.18","1,243.03","15,138.20",0.00,1.00,0.00,0.00,0.00,0.00,0.00
2021-11-09,"223,262.18","2,321.06","3,000.05","18,757.43",488.24,"15,251.26",0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-11-10,"196,773.56","2,463.47","3,000.00","17,831.05","1,025.20","15,021.87",0.00,0.00,1.00,0.00,0.00,0.00,0.00
2021-11-11,"225,472.62","2,543.34","3,000.00","21,012.21","1,183.72","15,858.81",0.00,0.00,0.00,1.00,0.00,0.00,0.00
2021-11-12,"216,824.49","2,391.73","2,979.08","25,314.50","1,029.31","16,076.49",0.00,0.00,0.00,0.00,1.00,0.00,0.00
2021-11-13,"247,930.10","3,212.70","3,000.00","32,016.80",997.57,"17,186.85",0.00,0.00,0.00,0.00,0.00,1.00,0.00
2021-11-14,"297,399.21","3,680.40","3,000.00","38,130.31","1,123.73","16,123.43",1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-11-15,"258,081.87","3,135.73","3,000.00","23,184.49","1,131.69","15,942.65",0.00,1.00,0.00,0.00,0.00,0.00,0.00
2021-11-16,"207,324.18","2,789.91","3,000.00","19,608.84","1,080.22","16,292.71",0.00,0.00,0.00,0.00,0.00,0.00,1.00
2021-11-17,"206,580.40","1,154.15","3,000.00","17,096.71","1,099.94","16,485.04",0.00,0.00,1.00,0.00,0.00,0.00,0.00
2021-11-18,"182,098.12","1,051.32","3,000.00","18,940.99","1,108.01","16,664.67",0.00,0.00,0.00,1.00,0.00,0.00,0.00
2021-11-19,"185,201.84",896.01,"3,000.00","20,859.70","1,045.61","17,277.75",0.00,0.00,0.00,0.00,1.00,0.00,0.00
2021-11-20,"214,066.61","1,051.16","3,000.00","28,033.24","1,068.66","17,021.54",0.00,0.00,0.00,0.00,0.00,1.00,0.00
2021-11-21,"187,396.52","1,060.70","3,000.00","28,862.08","1,175.75","20,732.99",1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-11-22,"103,028.49",907.91,"4,365.16","22,287.97",694.84,"23,944.08",0.00,1.00,0.00,0.00,0.00,0.00,0.00
2021-11-23,"69,067.49","1,023.40","2,902.81","18,059.05",0.00,"14,781.64",0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-11-24,"56,895.47","1,001.10","2,900.00","19,983.83",0.00,"12,440.56",0.00,0.00,1.00,0.00,0.00,0.00,0.00
